
;======================================================== ~~  ~~ =========================================================;
;================================================ ~~ SID&STAR-Section ~~ =================================================;
[SIDSSTARS]
STAR:EFKE:18:BEXUL4K:BEXUL XULBI LEGVU ;  Combiner=EFKE1/5 | ID=18_BEXU4K
SID:ESGP:19:VFR·BOHUS:ESGP BALE ; Combiner=ESGP2/13 | ID=19_VFR_BOHUS
SID:ESGP:19:VFR·HJUVKI:ESGP HJUVK ; Combiner=ESGP2/13 | ID=19_VFR_HJUVI
SID:ESGP:19:VFR·LYCKE:ESGP LRYR ; Combiner=ESGP2/13 | ID=19_VFR_LYCKE
SID:ESGP:19:VFR·STORA:ESGP SRAVN ; Combiner=ESGP2/13 | ID=19_VFR_STORA
SID:ESGT:15:VFR·EKENA:ESGT EKNSE ; Combiner=ESGT1/13 | ID=15_VFR_EKENA
SID:ESGT:15:VFR·HUNBGNE:ESGT HUNBG ; Combiner=ESGT1/13 | ID=15_VFR_HUNNE
SID:ESGT:15:VFR·SJUNPT:ESGT SJUNP ; Combiner=ESGT1/13 | ID=15_VFR_SJUNT
SID:ESGT:15:VFR·VANER:ESGT VRYR ; Combiner=ESGT1/13 | ID=15_VFR_VANER
SID:ESGT:33:VFR·EKENA:ESGT EKNSE ; Combiner=ESGT1/13 | ID=33_VFR_EKENA
SID:ESGT:33:VFR·HUNBGNE:ESGT HUNBG ; Combiner=ESGT1/13 | ID=33_VFR_HUNNE
SID:ESGT:33:VFR·SJUNPT:ESGT SJUNP ; Combiner=ESGT1/13 | ID=33_VFR_SJUNT
SID:ESGT:33:VFR·VANER:ESGT VRYR ; Combiner=ESGT1/13 | ID=33_VFR_VANER
SID:ESIA:06:VFR·GRANKV:ESIA GRANK ; Combiner=ESIA1/13 | ID=06_VFR_GRANV
SID:ESIA:06:VFR·MOFLAAL:ESIA MOFLA ; Combiner=ESIA1/13 | ID=06_VFR_MOFAL
SID:ESIA:06:VFR·MOSENSE:ESIA MOSEN ; Combiner=ESIA1/13 | ID=06_VFR_MOSSE
SID:ESIA:06:VFR·NESSJ:ESIA NUDDE ; Combiner=ESIA1/13 | ID=06_VFR_NESSJ
SID:ESIA:24:VFR·GRANKV:ESIA GRANK ; Combiner=ESIA1/13 | ID=24_VFR_GRANV
SID:ESIA:24:VFR·MOFLAAL:ESIA MOFLA ; Combiner=ESIA1/13 | ID=24_VFR_MOFAL
SID:ESIA:24:VFR·MOSENSE:ESIA MOSEN ; Combiner=ESIA1/13 | ID=24_VFR_MOSSE
SID:ESIA:24:VFR·NESSJ:ESIA NUDDE ; Combiner=ESIA1/13 | ID=24_VFR_NESSJ
SID:ESIB:01:VFR·GALLE:ESIB GALLE ; Combiner=ESIB1/13 | ID=01_VFR_GALLE
SID:ESIB:01:VFR·HINDNE:ESIB HINDN ; Combiner=ESIB1/13 | ID=01_VFR_HINDE
SID:ESIB:01:VFR·HJORNT:ESIB HJORN ; Combiner=ESIB1/13 | ID=01_VFR_HJORT
SID:ESIB:01:VFR·HUNBGNE:ESIB HUNBG ; Combiner=ESIB1/13 | ID=01_VFR_HUNNE
SID:ESIB:01:VFR·JARPSA:ESIB JARPS ; Combiner=ESIB1/13 | ID=01_VFR_JARPA
SID:ESIB:01:VFR·NOSBOSE:ESIB NOSBO ; Combiner=ESIB1/13 | ID=01_VFR_NOSSE
SID:ESIB:11:VFR·GALLE:ESIB GALLE ; Combiner=ESIB1/13 | ID=11_VFR_GALLE
SID:ESIB:11:VFR·HINDNE:ESIB HINDN ; Combiner=ESIB1/13 | ID=11_VFR_HINDE
SID:ESIB:11:VFR·HJORNT:ESIB HJORN ; Combiner=ESIB1/13 | ID=11_VFR_HJORT
SID:ESIB:11:VFR·HUNBGNE:ESIB HUNBG ; Combiner=ESIB1/13 | ID=11_VFR_HUNNE
SID:ESIB:11:VFR·JARPSA:ESIB JARPS ; Combiner=ESIB1/13 | ID=11_VFR_JARPA
SID:ESIB:11:VFR·NOSBOSE:ESIB NOSBO ; Combiner=ESIB1/13 | ID=11_VFR_NOSSE
SID:ESIB:19:VFR·GALLE:ESIB GALLE ; Combiner=ESIB1/13 | ID=19_VFR_GALLE
SID:ESIB:19:VFR·HINDNE:ESIB HINDN ; Combiner=ESIB1/13 | ID=19_VFR_HINDE
SID:ESIB:19:VFR·HJORNT:ESIB HJORN ; Combiner=ESIB1/13 | ID=19_VFR_HJORT
SID:ESIB:19:VFR·HUNBGNE:ESIB HUNBG ; Combiner=ESIB1/13 | ID=19_VFR_HUNNE
SID:ESIB:19:VFR·JARPSA:ESIB JARPS ; Combiner=ESIB1/13 | ID=19_VFR_JARPA
SID:ESIB:19:VFR·NOSBOSE:ESIB NOSBO ; Combiner=ESIB1/13 | ID=19_VFR_NOSSE
SID:ESIB:29:VFR·GALLE:ESIB GALLE ; Combiner=ESIB1/13 | ID=29_VFR_GALLE
SID:ESIB:29:VFR·HINDNE:ESIB HINDN ; Combiner=ESIB1/13 | ID=29_VFR_HINDE
SID:ESIB:29:VFR·HJORNT:ESIB HJORN ; Combiner=ESIB1/13 | ID=29_VFR_HJORT
SID:ESIB:29:VFR·HUNBGNE:ESIB HUNBG ; Combiner=ESIB1/13 | ID=29_VFR_HUNNE
SID:ESIB:29:VFR·JARPSA:ESIB JARPS ; Combiner=ESIB1/13 | ID=29_VFR_JARPA
SID:ESIB:29:VFR·NOSBOSE:ESIB NOSBO ; Combiner=ESIB1/13 | ID=29_VFR_NOSSE
SID:ESKN:08:INGIS3K:KN400 KN575 INGIS ; Combiner=ESKN1/5 | ID=08_INGI3K
SID:ESKN:08:TIPIX3K:KN400 KN402 KN950 TIPIX ; Combiner=ESKN1/5 | ID=08_TIPI3K
SID:ESKN:08:TONSA2K:KN400 KN550 KN551 TONSA ; Combiner=ESKN1/5 | ID=08_TONS2K
SID:ESKN:08:TRS2P:KN401 TRS ; Combiner=ESKN1/5 | ID=08_TRS2P
SID:ESKN:26:INGIS3L:KN710 KN711 KN712 KN670 INGIS ; Combiner=ESKN1/5 | ID=26_INGI3L
SID:ESKN:26:KOXIM3L:KN710 KN780 LIBSI KOXIM ; Combiner=ESKN1/5 | ID=26_KOXI3L
SID:ESKN:26:LIBSI3L:KN710 KN780 LIBSI ; Combiner=ESKN1/5 | ID=26_LIBS3L
SID:ESKN:26:TONSA3L:KN710 KN781 TONSA ; Combiner=ESKN1/5 | ID=26_TONS3L
SID:ESKN:26:TRS3M:KN700 KN850 KN851 KN585 TRS ; Combiner=ESKN1/5 | ID=26_TRS3M
SID:ESKN:08:VFR·BOGST:ESKN BOSTA ; Combiner=ESKN2/13 | ID=08_VFR_BOGST
SID:ESKN:08:VFR·LIDSJ:ESKN LISON ; Combiner=ESKN2/13 | ID=08_VFR_LIDSJ
SID:ESKN:08:VFR·MARSNV:ESKN MARSN ; Combiner=ESKN2/13 | ID=08_VFR_MARSV
SID:ESKN:08:VFR·NORRT:ESKN NOTOP ; Combiner=ESKN2/13 | ID=08_VFR_NORRT
SID:ESKN:08:VFR·VRENA:ESKN VRENA ; Combiner=ESKN2/13 | ID=08_VFR_VRENA
SID:ESKN:16:VFR·BOGST:ESKN BOSTA ; Combiner=ESKN2/13 | ID=16_VFR_BOGST
SID:ESKN:16:VFR·LIDSJ:ESKN LISON ; Combiner=ESKN2/13 | ID=16_VFR_LIDSJ
SID:ESKN:16:VFR·MARSNV:ESKN MARSN ; Combiner=ESKN2/13 | ID=16_VFR_MARSV
SID:ESKN:16:VFR·NORRT:ESKN NOTOP ; Combiner=ESKN2/13 | ID=16_VFR_NORRT
SID:ESKN:16:VFR·VRENA:ESKN VRENA ; Combiner=ESKN2/13 | ID=16_VFR_VRENA
SID:ESKN:26:VFR·BOGST:ESKN BOSTA ; Combiner=ESKN2/13 | ID=26_VFR_BOGST
SID:ESKN:26:VFR·LIDSJ:ESKN LISON ; Combiner=ESKN2/13 | ID=26_VFR_LIDSJ
SID:ESKN:26:VFR·MARSNV:ESKN MARSN ; Combiner=ESKN2/13 | ID=26_VFR_MARSV
SID:ESKN:26:VFR·NORRT:ESKN NOTOP ; Combiner=ESKN2/13 | ID=26_VFR_NORRT
SID:ESKN:26:VFR·VRENA:ESKN VRENA ; Combiner=ESKN2/13 | ID=26_VFR_VRENA
SID:ESKN:34:VFR·BOGST:ESKN BOSTA ; Combiner=ESKN2/13 | ID=34_VFR_BOGST
SID:ESKN:34:VFR·LIDSJ:ESKN LISON ; Combiner=ESKN2/13 | ID=34_VFR_LIDSJ
SID:ESKN:34:VFR·MARSNV:ESKN MARSN ; Combiner=ESKN2/13 | ID=34_VFR_MARSV
SID:ESKN:34:VFR·NORRT:ESKN NOTOP ; Combiner=ESKN2/13 | ID=34_VFR_NORRT
SID:ESKN:34:VFR·VRENA:ESKN VRENA ; Combiner=ESKN2/13 | ID=34_VFR_VRENA
SID:ESKS:15:BATOV1K:KS550 BATOV ; Combiner=ESKS1/5 | ID=15_BATO1K
SID:ESKS:15:LOMLA1K:KS550 LOMLA ; Combiner=ESKS1/5 | ID=15_LOML1K
SID:ESKS:15:PUMJI1K:KS550 KS702 PUMJI ; Combiner=ESKS1/5 | ID=15_PUMJ1K
SID:ESKS:33:LOMLA1L:KS701 LOMLA ; Combiner=ESKS1/5 | ID=33_LOML1L
SID:ESKS:33:PUMJI1L:PUMJI ; Combiner=ESKS1/5 | ID=33_PUMJ1L
SID:ESKS:15:VFR·BREDA:ESKS BFLON ; Combiner=ESKS2/13 | ID=15_VFR_BREDA
SID:ESKS:15:VFR·ELVETN:ESKS ELVET ; Combiner=ESKS2/13 | ID=15_VFR_ELVEN
SID:ESKS:15:VFR·GRUND:ESKS GUNFN ; Combiner=ESKS2/13 | ID=15_VFR_GRUND
SID:ESKS:15:VFR·KROKNE:ESKS KROKN ; Combiner=ESKS2/13 | ID=15_VFR_KROKE
SID:ESKS:15:VFR·MYRFL:ESKS MYFLO ; Combiner=ESKS2/13 | ID=15_VFR_MYRFL
SID:ESKS:15:VFR·VALBR:ESKS VABAN ; Combiner=ESKS2/13 | ID=15_VFR_VALBR
SID:ESKS:33:VFR·BREDA:ESKS BFLON ; Combiner=ESKS2/13 | ID=33_VFR_BREDA
SID:ESKS:33:VFR·ELVETN:ESKS ELVET ; Combiner=ESKS2/13 | ID=33_VFR_ELVEN
SID:ESKS:33:VFR·GRUND:ESKS GUNFN ; Combiner=ESKS2/13 | ID=33_VFR_GRUND
SID:ESKS:33:VFR·KROKNE:ESKS KROKN ; Combiner=ESKS2/13 | ID=33_VFR_KROKE
SID:ESKS:33:VFR·MYRFL:ESKS MYFLO ; Combiner=ESKS2/13 | ID=33_VFR_MYRFL
SID:ESKS:33:VFR·VALBR:ESKS VABAN ; Combiner=ESKS2/13 | ID=33_VFR_VALBR
SID:ESMK:01:VFR·NEAST:ESMK NEAST ; Combiner=ESMK1/13 | ID=01_VFR_NE
SID:ESMK:01:VFR·NWEST:ESMK NWEST ; Combiner=ESMK1/13 | ID=01_VFR_NW
SID:ESMK:01:VFR·SEAST:ESMK SEAST ; Combiner=ESMK1/13 | ID=01_VFR_SE
SID:ESMK:01:VFR·SWEST:ESMK SWEST ; Combiner=ESMK1/13 | ID=01_VFR_SW
SID:ESMK:19:VFR·NEAST:ESMK NEAST ; Combiner=ESMK1/13 | ID=19_VFR_NE
SID:ESMK:19:VFR·NWEST:ESMK NWEST ; Combiner=ESMK1/13 | ID=19_VFR_NW
SID:ESMK:19:VFR·SEAST:ESMK SEAST ; Combiner=ESMK1/13 | ID=19_VFR_SE
SID:ESMK:19:VFR·SWEST:ESMK SWEST ; Combiner=ESMK1/13 | ID=19_VFR_SW
SID:ESMQ:16:LAGIS1K:MQ560 LAGIS ; Combiner=ESMQ1/5 | ID=16_LAGI1K
SID:ESMQ:16:LATVI1K:MQ560 MQ420 LATVI ; Combiner=ESMQ1/5 | ID=16_LATV1K
SID:ESMQ:16:MOVIS1K:MQ560 MQ410 MOVIS ; Combiner=ESMQ1/5 | ID=16_MOVI1K
SID:ESMQ:16:TILSA1K:MQ560 TILSA ; Combiner=ESMQ1/5 | ID=16_TILS1K
SID:ESMQ:16:LAGIS5B:D151C LAGIS ; Combiner=ESMQ1/2 | ID=16_LAGI5B
SID:ESMQ:16:LATVI5B:D151C LATVI ; Combiner=ESMQ1/2 | ID=16_LATV5B
SID:ESMQ:16:MOVIS3B:D151C MOVIS ; Combiner=ESMQ1/2 | ID=16_MOVI3B
SID:ESMQ:16:TILSA5B:D151C TILSA ; Combiner=ESMQ1/2 | ID=16_TILS5B
SID:ESMQ:34:LAGIS1L:MQ870 LAGIS ; Combiner=ESMQ1/5 | ID=34_LAGI1L
SID:ESMQ:34:LATVI1L:MQ870 MQ430 LATVI ; Combiner=ESMQ1/5 | ID=34_LATV1L
SID:ESMQ:34:MOVIS1L:MQ870 MQ880 MOVIS ; Combiner=ESMQ1/5 | ID=34_MOVI1L
SID:ESMQ:34:TILSA1L:MQ870 TILSA ; Combiner=ESMQ1/5 | ID=34_TILS1L
SID:ESMQ:34:LATVI5C:LATVI ; Combiner=ESMQ1/2 | ID=34_LATV5C
SID:ESMQ:34:MOVIS3C:MOVIS ; Combiner=ESMQ1/2 | ID=34_MOVI3C
SID:ESMQ:05:VFR·BJORON:ESMQ BJORO ; Combiner=ESMQ2/13 | ID=05_VFR_BJORN
SID:ESMQ:05:VFR·SAXNSA:ESMQ SAXNS ; Combiner=ESMQ2/13 | ID=05_VFR_SAXNA
SID:ESMQ:05:VFR·TREKNA:ESMQ TREKN ; Combiner=ESMQ2/13 | ID=05_VFR_TREKA
SID:ESMQ:05:VFR·VASMOSM:ESMQ VASMO ; Combiner=ESMQ2/13 | ID=05_VFR_VASSM
SID:ESMQ:16:VFR·BJORON:ESMQ BJORO ; Combiner=ESMQ2/13 | ID=16_VFR_BJORN
SID:ESMQ:16:VFR·SAXNSA:ESMQ SAXNS ; Combiner=ESMQ2/13 | ID=16_VFR_SAXNA
SID:ESMQ:16:VFR·TREKNA:ESMQ TREKN ; Combiner=ESMQ2/13 | ID=16_VFR_TREKA
SID:ESMQ:16:VFR·VASMOSM:ESMQ VASMO ; Combiner=ESMQ2/13 | ID=16_VFR_VASSM
SID:ESMQ:23:VFR·BJORON:ESMQ BJORO ; Combiner=ESMQ2/13 | ID=23_VFR_BJORN
SID:ESMQ:23:VFR·SAXNSA:ESMQ SAXNS ; Combiner=ESMQ2/13 | ID=23_VFR_SAXNA
SID:ESMQ:23:VFR·TREKNA:ESMQ TREKN ; Combiner=ESMQ2/13 | ID=23_VFR_TREKA
SID:ESMQ:23:VFR·VASMOSM:ESMQ VASMO ; Combiner=ESMQ2/13 | ID=23_VFR_VASSM
SID:ESMQ:34:VFR·BJORON:ESMQ BJORO ; Combiner=ESMQ2/13 | ID=34_VFR_BJORN
SID:ESMQ:34:VFR·SAXNSA:ESMQ SAXNS ; Combiner=ESMQ2/13 | ID=34_VFR_SAXNA
SID:ESMQ:34:VFR·TREKNA:ESMQ TREKN ; Combiner=ESMQ2/13 | ID=34_VFR_TREKA
SID:ESMQ:34:VFR·VASMOSM:ESMQ VASMO ; Combiner=ESMQ2/13 | ID=34_VFR_VASSM
SID:ESMS:17:BABSI1K:MS651 VENOM BABSI ; Combiner=ESMS1/5 | ID=17_BABS1K
SID:ESMS:17:DISGO1K:MS651 MS652 MALIV DISGO ; Combiner=ESMS1/5 | ID=17_DISG1K
SID:ESMS:17:EKRAL1K:MS650 MS510 MS511 EKRAL ; Combiner=ESMS1/5 | ID=17_EKRA1K
SID:ESMS:17:ERNOV1K:MS651 VENOM BABSI ERNOV ; Combiner=ESMS1/5 | ID=17_ERNO1K
SID:ESMS:17:NEXIL1K:MS650 MS510 MS511 SITMU NEXIL ; Combiner=ESMS1/5 | ID=17_NEXI1K
SID:ESMS:17:SALO1K:MS651 MS652 SALLO ; Combiner=ESMS1/5 | ID=17_SALO1K
SID:ESMS:17:TELMO1K:MS651 MS652 TELMO ; Combiner=ESMS1/5 | ID=17_TELM1K
SID:ESMS:17:BABSI1G:MS650 MS510 MS511 SITMU BABSI ; Combiner=ESMS1/5 | ID=17_BABS1G
SID:ESMS:17:ERNOV1G:MS650 MS510 MS511 SITMU BABSI ERNOV ; Combiner=ESMS1/5 | ID=17_ERNO1G
SID:ESMS:35:BABSI1L:MS400 MS875 BABSI ; Combiner=ESMS1/5 | ID=35_BABS1L
SID:ESMS:35:DISGO1L:MS400 MS876 MS710 MALIV DISGO ; Combiner=ESMS1/5 | ID=35_DISG1L
SID:ESMS:35:EKRAL1L:MS455 MS457 EKRAL ; Combiner=ESMS1/5 | ID=35_EKRA1L
SID:ESMS:35:ERNOV1L:MS400 MS875 BABSI ERNOV ; Combiner=ESMS1/5 | ID=35_ERNO1L
SID:ESMS:35:NEXIL1L:MS455 MS457 NEXIL ; Combiner=ESMS1/5 | ID=35_NEXI1L
SID:ESMS:35:SALO1L:MS400 MS876 MS710 SALLO ; Combiner=ESMS1/5 | ID=35_SALO1L
SID:ESMS:35:TELMO1L:MS455 MS456 TIDVU TELMO ; Combiner=ESMS1/5 | ID=35_TELM1L
SID:ESMS:35:DISGO1H:MS455 MS456 TIDVU MALIV DISGO ; Combiner=ESMS1/5 | ID=35_DISG1H
SID:ESMS:35:SALO1H:MS455 MS456 TIDVU SALLO ; Combiner=ESMS1/5 | ID=35_SALO1H
SID:ESMS:11:VFR·DOMEN:ESMS DOMEN ; Combiner=ESMS2/13 | ID=11_VFR_DOMEN
SID:ESMS:11:VFR·SLIMEM:ESMS SLIME ; Combiner=ESMS2/13 | ID=11_VFR_SLIMM
SID:ESMS:11:VFR·SVEDA:ESMS SVEDA ; Combiner=ESMS2/13 | ID=11_VFR_SVEDA
SID:ESMS:11:VFR·TORUP:ESMS TORUP ; Combiner=ESMS2/13 | ID=11_VFR_TORUP
SID:ESMS:17:VFR·DOMEN:ESMS DOMEN ; Combiner=ESMS2/13 | ID=17_VFR_DOMEN
SID:ESMS:17:VFR·SLIMEM:ESMS SLIME ; Combiner=ESMS2/13 | ID=17_VFR_SLIMM
SID:ESMS:17:VFR·SVEDA:ESMS SVEDA ; Combiner=ESMS2/13 | ID=17_VFR_SVEDA
SID:ESMS:17:VFR·TORUP:ESMS TORUP ; Combiner=ESMS2/13 | ID=17_VFR_TORUP
SID:ESMS:29:VFR·DOMEN:ESMS DOMEN ; Combiner=ESMS2/13 | ID=29_VFR_DOMEN
SID:ESMS:29:VFR·SLIMEM:ESMS SLIME ; Combiner=ESMS2/13 | ID=29_VFR_SLIMM
SID:ESMS:29:VFR·SVEDA:ESMS SVEDA ; Combiner=ESMS2/13 | ID=29_VFR_SVEDA
SID:ESMS:29:VFR·TORUP:ESMS TORUP ; Combiner=ESMS2/13 | ID=29_VFR_TORUP
SID:ESMS:35:VFR·DOMEN:ESMS DOMEN ; Combiner=ESMS2/13 | ID=35_VFR_DOMEN
SID:ESMS:35:VFR·SLIMEM:ESMS SLIME ; Combiner=ESMS2/13 | ID=35_VFR_SLIMM
SID:ESMS:35:VFR·SVEDA:ESMS SVEDA ; Combiner=ESMS2/13 | ID=35_VFR_SVEDA
SID:ESMS:35:VFR·TORUP:ESMS TORUP ; Combiner=ESMS2/13 | ID=35_VFR_TORUP
SID:ESMT:01:VAKTA3K:MT420 MT421 MT422 VAKTA ; Combiner=ESMT1/5 | ID=01_VAKT3K
SID:ESMT:19:VAKTA4L:MT700 MT660 MT551 MT440 MT441 VAKTA ; Combiner=ESMT1/5 | ID=19_VAKT4L
SID:ESMT:01:VFR·ALED:ESMT ALED ; Combiner=ESMT2/13 | ID=01_VFR_ALED
SID:ESMT:01:VFR·KVARN:ESMT KVARN ; Combiner=ESMT2/13 | ID=01_VFR_KVARN
SID:ESMT:01:VFR·LAXVKI:ESMT LAXVK ; Combiner=ESMT2/13 | ID=01_VFR_LAXVI
SID:ESMT:06:VFR·ALED:ESMT ALED ; Combiner=ESMT2/13 | ID=06_VFR_ALED
SID:ESMT:06:VFR·KVARN:ESMT KVARN ; Combiner=ESMT2/13 | ID=06_VFR_KVARN
SID:ESMT:06:VFR·LAXVKI:ESMT LAXVK ; Combiner=ESMT2/13 | ID=06_VFR_LAXVI
SID:ESMT:19:VFR·ALED:ESMT ALED ; Combiner=ESMT2/13 | ID=19_VFR_ALED
SID:ESMT:19:VFR·KVARN:ESMT KVARN ; Combiner=ESMT2/13 | ID=19_VFR_KVARN
SID:ESMT:19:VFR·LAXVKI:ESMT LAXVK ; Combiner=ESMT2/13 | ID=19_VFR_LAXVI
SID:ESMT:24:VFR·ALED:ESMT ALED ; Combiner=ESMT2/13 | ID=24_VFR_ALED
SID:ESMT:24:VFR·KVARN:ESMT KVARN ; Combiner=ESMT2/13 | ID=24_VFR_KVARN
SID:ESMT:24:VFR·LAXVKI:ESMT LAXVK ; Combiner=ESMT2/13 | ID=24_VFR_LAXVI
SID:ESMV:04:VFR·HILTPLE:ESMV HILTP ; Combiner=ESMV1/13 | ID=04_VFR_HILLE
SID:ESMV:04:VFR·RUSKNE:ESMV RUSKN ; Combiner=ESMV1/13 | ID=04_VFR_RUSKE
SID:ESMV:04:VFR·SKILL:ESMV SIRYD ; Combiner=ESMV1/13 | ID=04_VFR_SKILL
SID:ESMV:04:VFR·VARNA:ESMV VANMO ; Combiner=ESMV1/13 | ID=04_VFR_VARNA
SID:ESMV:22:VFR·HILTPLE:ESMV HILTP ; Combiner=ESMV1/13 | ID=22_VFR_HILLE
SID:ESMV:22:VFR·RUSKNE:ESMV RUSKN ; Combiner=ESMV1/13 | ID=22_VFR_RUSKE
SID:ESMV:22:VFR·SKILL:ESMV SIRYD ; Combiner=ESMV1/13 | ID=22_VFR_SKILL
SID:ESMV:22:VFR·VARNA:ESMV VANMO ; Combiner=ESMV1/13 | ID=22_VFR_VARNA
SID:ESMX:01:VFR·ALVSAES:ESMX ALVSA ; Combiner=ESMX1/13 | ID=01_VFR_ALVES
SID:ESMX:01:VFR·GARDYS:ESMX GARDY ; Combiner=ESMX1/13 | ID=01_VFR_GARDS
SID:ESMX:01:VFR·KLINAT:ESMX KLINA ; Combiner=ESMX1/13 | ID=01_VFR_KLINT
SID:ESMX:01:VFR·VATNTTE:ESMX VATNT ; Combiner=ESMX1/13 | ID=01_VFR_VATTE
SID:ESMX:19:VFR·ALVSAES:ESMX ALVSA ; Combiner=ESMX1/13 | ID=19_VFR_ALVES
SID:ESMX:19:VFR·GARDYS:ESMX GARDY ; Combiner=ESMX1/13 | ID=19_VFR_GARDS
SID:ESMX:19:VFR·KLINAT:ESMX KLINA ; Combiner=ESMX1/13 | ID=19_VFR_KLINT
SID:ESMX:19:VFR·VATNTTE:ESMX VATNT ; Combiner=ESMX1/13 | ID=19_VFR_VATTE
SID:ESNJ:14:VFR·MESRESA:ESNJ MESRE ; Combiner=ESNJ1/13 | ID=14_VFR_MESSA
SID:ESNJ:14:VFR·VUORMLL:ESNJ VUORM ; Combiner=ESNJ1/13 | ID=14_VFR_VUOLL
SID:ESNJ:32:VFR·MESRESA:ESNJ MESRE ; Combiner=ESNJ1/13 | ID=32_VFR_MESSA
SID:ESNJ:32:VFR·VUORMLL:ESNJ VUORM ; Combiner=ESNJ1/13 | ID=32_VFR_VUOLL
SID:ESNN:16:DEGED1G:NN600 NN710 DEGED ; Combiner=ESNN1/5 | ID=16_DEGE1G
SID:ESNN:16:FOXSA1G:NN600 FOXSA ; Combiner=ESNN1/5 | ID=16_FOXS1G
SID:ESNN:16:GAJPA1G:NN600 GAJPA ; Combiner=ESNN1/5 | ID=16_GAJP1G
SID:ESNN:16:SINU1G:NN600 NN710 SINNU ; Combiner=ESNN1/5 | ID=16_SINU1G
SID:ESNN:16:FOXSA1B:FOXSA ; Combiner=ESNN1/2 | ID=16_FOXS1B
SID:ESNN:34:DEGED1H:DEGED ; Combiner=ESNN1/5 | ID=34_DEGE1H
SID:ESNN:34:FOXSA1H:FOXSA ; Combiner=ESNN1/5 | ID=34_FOXS1H
SID:ESNN:34:GAJPA1H:GAJPA ; Combiner=ESNN1/5 | ID=34_GAJP1H
SID:ESNN:34:SINU1H:SINNU ; Combiner=ESNN1/5 | ID=34_SINU1H
SID:ESNN:34:FOXSA1L:FOXSA ; Combiner=ESNN1/2 | ID=34_FOXS1L
SID:ESNN:16:VFR·BOTNATN:ESNN BOTNA ; Combiner=ESNN2/13 | ID=16_VFR_BOTTN
SID:ESNN:16:VFR·BYE:ESNN BYE ; Combiner=ESNN2/13 | ID=16_VFR_BYE
SID:ESNN:16:VFR·STOTNRR:ESNN STOTN ; Combiner=ESNN2/13 | ID=16_VFR_STORR
SID:ESNN:16:VFR·TJUVNH:ESNN TJUVN ; Combiner=ESNN2/13 | ID=16_VFR_TJUVH
SID:ESNN:34:VFR·BOTNATN:ESNN BOTNA ; Combiner=ESNN2/13 | ID=34_VFR_BOTTN
SID:ESNN:34:VFR·BYE:ESNN BYE ; Combiner=ESNN2/13 | ID=34_VFR_BYE
SID:ESNN:34:VFR·STOTNRR:ESNN STOTN ; Combiner=ESNN2/13 | ID=34_VFR_STORR
SID:ESNN:34:VFR·TJUVNH:ESNN TJUVN ; Combiner=ESNN2/13 | ID=34_VFR_TJUVH
SID:ESNO:12:VFR·ANGST:ESNO ANSTA ; Combiner=ESNO1/13 | ID=12_VFR_ANGST
SID:ESNO:12:VFR·RULNSLN:ESNO RULNS ; Combiner=ESNO1/13 | ID=12_VFR_RULLN
SID:ESNO:12:VFR·SALNDUS:ESNO SALND ; Combiner=ESNO1/13 | ID=12_VFR_SALUS
SID:ESNO:12:VFR·TREHNO:ESNO TREHN ; Combiner=ESNO1/13 | ID=12_VFR_TREHO
SID:ESNO:30:VFR·ANGST:ESNO ANSTA ; Combiner=ESNO1/13 | ID=30_VFR_ANGST
SID:ESNO:30:VFR·RULNSLN:ESNO RULNS ; Combiner=ESNO1/13 | ID=30_VFR_RULLN
SID:ESNO:30:VFR·SALNDUS:ESNO SALND ; Combiner=ESNO1/13 | ID=30_VFR_SALUS
SID:ESNO:30:VFR·TREHNO:ESNO TREHN ; Combiner=ESNO1/13 | ID=30_VFR_TREHO
SID:ESNQ:03:TERPA4B:TERPA ; Combiner=ESNQ1/2 | ID=03_TERP4B
SID:ESNQ:03:VAGAS4B:VAGAS ; Combiner=ESNQ1/2 | ID=03_VAGA4B
SID:ESNQ:21:TERPA4C:TERPA ; Combiner=ESNQ1/2 | ID=21_TERP4C
SID:ESNQ:21:VAGAS4C:VAGAS ; Combiner=ESNQ1/2 | ID=21_VAGA4C
SID:ESNQ:03:VFR·ALTA:ESNQ ALTA ; Combiner=ESNQ2/13 | ID=03_VFR_ALTA
SID:ESNQ:03:VFR·KAALA:ESNQ KALAS ; Combiner=ESNQ2/13 | ID=03_VFR_KAALA
SID:ESNQ:03:VFR·SISKA:ESNQ SISKA ; Combiner=ESNQ2/13 | ID=03_VFR_SISKA
SID:ESNQ:03:VFR·TAIGA:ESNQ TAIGA ; Combiner=ESNQ2/13 | ID=03_VFR_TAIGA
SID:ESNQ:03:VFR·VISCA:ESNQ VISCA ; Combiner=ESNQ2/13 | ID=03_VFR_VISCA
SID:ESNQ:03:VFR·VOLOS:ESNQ VOLOS ; Combiner=ESNQ2/13 | ID=03_VFR_VOLOS
SID:ESNQ:21:VFR·ALTA:ESNQ ALTA ; Combiner=ESNQ2/13 | ID=21_VFR_ALTA
SID:ESNQ:21:VFR·KAALA:ESNQ KALAS ; Combiner=ESNQ2/13 | ID=21_VFR_KAALA
SID:ESNQ:21:VFR·SISKA:ESNQ SISKA ; Combiner=ESNQ2/13 | ID=21_VFR_SISKA
SID:ESNQ:21:VFR·TAIGA:ESNQ TAIGA ; Combiner=ESNQ2/13 | ID=21_VFR_TAIGA
